city,variable,lead_days,model,mae,rmse,bias,n
Dehradun,wind_speed,2,gfs,2.694,3.2469,-1.6381,1008
Dehradun,wind_speed,2,icon,1.9117,2.5035,0.479,1008
Dehradun,wind_speed,3,ecmwf,1.9162,2.4607,0.7209,1008
Dehradun,wind_speed,3,gem,2.1076,2.6375,-0.4172,1008
Dehradun,wind_speed,3,gfs,2.6422,3.2,-1.3973,1008
Dehradun,wind_speed,3,icon,1.8902,2.4626,0.4225,1008
Delhi,rainfall,1,ecmwf,0.4463,1.0677,0.0606,1008
Delhi,rainfall,1,gem,0.5371,1.9561,0.1044,1008
Delhi,rainfall,1,gfs,0.4102,1.1245,0.1908,1008
Delhi,rainfall,1,icon,0.6254,1.4347,-0.1192,1008
Delhi,rainfall,2,ecmwf,0.516,1.131,-0.059,1008
Delhi,rainfall,2,gem,0.446,1.2021,0.204,1008
Delhi,rainfall,2,gfs,0.461,1.1638,0.1811,1008
Delhi,rainfall,2,icon,0.5686,1.2673,-0.0398,1008
Delhi,rainfall,3,ecmwf,0.4986,1.1167,-0.0147,1008
Delhi,rainfall,3,gem,0.5576,1.421,0.0727,1008
Delhi,rainfall,3,gfs,0.5433,1.8336,0.0704,1008
Delhi,rainfall,3,icon,0.528,1.2328,0.0429,1008
Delhi,temperature,1,ecmwf,0.986,1.3248,0.2031,1008
Delhi,temperature,1,gem,1.538,1.9194,0.9205,1008
Delhi,temperature,1,gfs,4.3218,4.6704,-4.297,1008
Delhi,temperature,1,icon,1.0104,1.3034,-0.339,1008
Delhi,temperature,2,ecmwf,1.1641,1.5154,0.6268,1008
Delhi,temperature,2,gem,1.5113,1.8845,0.7139,1008
Delhi,temperature,2,gfs,4.0608,4.5368,-3.9334,1008
Delhi,temperature,2,icon,1.0812,1.429,0.0409,1008
Delhi,temperature,3,ecmwf,1.1732,1.4716,0.6327,1008
Delhi,temperature,3,gem,1.7865,2.2457,1.124,1008
Delhi,temperature,3,gfs,3.8213,4.4268,-3.5336,1008
Delhi,temperature,3,icon,1.2801,1.7431,0.0285,1008
Delhi,wind_speed,1,ecmwf,2.2437,2.8553,0.4147,1008
Delhi,wind_speed,1,gem,3.4318,4.4017,-1.7642,1008
Delhi,wind_speed,1,gfs,5.7145,6.7698,-5.2903,1008
Delhi,wind_speed,1,icon,2.323,2.9792,0.7657,1008
Delhi,wind_speed,2,ecmwf,2.3812,3.0162,0.3452,1008
Delhi,wind_speed,2,gem,3.5199,4.4524,-1.7426,1008
Delhi,wind_speed,2,gfs,5.8056,6.9182,-5.221,1008
Delhi,wind_speed,2,icon,2.5406,3.1858,0.0614,1008
Delhi,wind_speed,3,ecmwf,2.5801,3.2709,0.559,1008
Delhi,wind_speed,3,gem,3.666,4.5988,-1.4434,1008
Delhi,wind_speed,3,gfs,6.0159,7.236,-5.4329,1008
Delhi,wind_speed,3,icon,2.7646,3.467,-0.0818,1008
Ghaziabad,rainfall,1,ecmwf,0.402,0.8708,-0.0264,1008
Ghaziabad,rainfall,1,gem,0.5002,2.051,0.0212,1008
Ghaziabad,rainfall,1,gfs,0.4782,2.4639,0.0268,1008
Ghaziabad,rainfall,1,icon,0.5753,1.3103,-0.2176,1008
Ghaziabad,rainfall,2,ecmwf,0.5812,1.4669,-0.1957,1008
Ghaziabad,rainfall,2,gem,0.4088,1.1154,0.1312,1008
Ghaziabad,rainfall,2,gfs,0.4874,1.425,0.0223,1008
Ghaziabad,rainfall,2,icon,0.5541,1.3503,-0.1503,1008
Ghaziabad,rainfall,3,ecmwf,0.4728,0.9922,-0.0544,1008
Ghaziabad,rainfall,3,gem,0.523,1.4052,-0.0145,1008
Ghaziabad,rainfall,3,gfs,0.5418,1.6195,-0.0122,1008
Ghaziabad,rainfall,3,icon,0.4743,1.0455,-0.0297,1008
Ghaziabad,temperature,1,ecmwf,0.9489,1.2184,0.4108,1008
Ghaziabad,temperature,1,gem,1.538,1.9189,1.007,1008
Ghaziabad,temperature,1,gfs,3.3624,3.8873,-3.2878,1008
Ghaziabad,temperature,1,icon,0.9278,1.2222,-0.0131,1008
Ghaziabad,temperature,2,ecmwf,1.152,1.4721,0.779,1008
Ghaziabad,temperature,2,gem,1.4446,1.8014,0.7296,1008
Ghaziabad,temperature,2,gfs,3.2021,3.7876,-2.8852,1008
Ghaziabad,temperature,2,icon,0.9975,1.3191,0.3233,1008
Ghaziabad,temperature,3,ecmwf,1.1136,1.3965,0.6949,1008
Ghaziabad,temperature,3,gem,1.7204,2.1577,1.1764,1008
Ghaziabad,temperature,3,gfs,3.0842,3.7104,-2.5201,1008
Ghaziabad,temperature,3,icon,1.1094,1.5239,0.3049,1008
Ghaziabad,wind_speed,1,ecmwf,2.5057,3.2533,0.6854,1008
Ghaziabad,wind_speed,1,gem,4.117,5.2384,-2.2713,1008
Ghaziabad,wind_speed,1,gfs,4.2208,5.3216,-3.0827,1008
Ghaziabad,wind_speed,1,icon,2.7924,3.5582,1.1477,1008
Ghaziabad,wind_speed,2,ecmwf,2.7888,3.576,0.6374,1008
Ghaziabad,wind_speed,2,gem,4.1156,5.2032,-2.1142,1008
Ghaziabad,wind_speed,2,gfs,4.2622,5.3748,-2.9642,1008
Ghaziabad,wind_speed,2,icon,2.8093,3.5512,0.2125,1008
Ghaziabad,wind_speed,3,ecmwf,2.9539,3.7884,0.7959,1008
Ghaziabad,wind_speed,3,gem,4.2729,5.4124,-1.6763,1008
Ghaziabad,wind_speed,3,gfs,4.4995,5.7591,-3.2983,1008
Ghaziabad,wind_speed,3,icon,2.9946,3.8237,0.0419,1008
Goa,rainfall,1,ecmwf,0.7475,1.2305,0.1217,1008
Goa,rainfall,1,gem,0.9833,1.4971,0.0827,1008
Goa,rainfall,1,gfs,0.7244,1.2624,0.3107,1008
Goa,rainfall,1,icon,0.7626,1.3051,0.4445,1008
Goa,rainfall,2,ecmwf,0.7535,1.269,0.1747,1008
Goa,rainfall,2,gem,1.0083,1.5287,0.1877,1008
Goa,rainfall,2,gfs,0.7391,1.2266,0.1944,1008
Goa,rainfall,2,icon,0.7439,1.2954,0.4122,1008
Goa,rainfall,3,ecmwf,0.812,1.3028,0.1753,1008
Goa,rainfall,3,gem,0.9548,1.4875,0.2075,1008
Goa,rainfall,3,gfs,0.7275,1.1948,0.168,1008
Goa,rainfall,3,icon,0.7669,1.3193,0.3478,1008
Goa,temperature,1,ecmwf,0.8177,1.0963,0.4036,1008
Goa,temperature,1,gem,0.9654,1.3664,0.7358,1008
Goa,temperature,1,gfs,0.7543,0.9678,0.0955,1008
Goa,temperature,1,icon,0.8575,1.1226,-0.1859,1008
Goa,temperature,2,ecmwf,0.8007,1.0754,0.3561,1008
Goa,temperature,2,gem,0.9668,1.3452,0.692,1008
Goa,temperature,2,gfs,0.7718,1.0346,0.1637,1008
Goa,temperature,2,icon,0.8541,1.1202,-0.0916,1008
Goa,temperature,3,ecmwf,0.8539,1.1516,0.3231,1008
Goa,temperature,3,gem,0.9629,1.3672,0.6804,1008
Goa,temperature,3,gfs,0.7494,0.9789,0.2508,1008
Goa,temperature,3,icon,0.8557,1.1273,-0.0404,1008
Goa,wind_speed,1,ecmwf,4.3344,5.5632,-2.8221,1008
Goa,wind_speed,1,gem,3.8503,4.8098,-2.7176,1008
Goa,wind_speed,1,gfs,4.4906,5.6912,-3.7263,1008
Goa,wind_speed,1,icon,3.6278,4.64,-1.6448,1008
Goa,wind_speed,2,ecmwf,4.364,5.6466,-2.7243,1008
Goa,wind_speed,2,gem,3.6205,4.6139,-2.3713,1008
Goa,wind_speed,2,gfs,4.6606,5.9214,-3.9039,1008
Goa,wind_speed,2,icon,3.4387,4.388,-1.3087,1008
Goa,wind_speed,3,ecmwf,4.8944,6.3387,-3.4421,1008
Goa,wind_speed,3,gem,3.625,4.4969,-2.2351,1008
Goa,wind_speed,3,gfs,4.398,5.5927,-3.6756,1008
Goa,wind_speed,3,icon,3.5307,4.5253,-1.5537,1008
Guwahati,rainfall,1,ecmwf,0.8496,1.4776,-0.0901,1008
Guwahati,rainfall,1,gem,1.178,2.3904,-0.0685,1008
Guwahati,rainfall,1,gfs,0.9433,1.5836,-0.0397,1008
Guwahati,rainfall,1,icon,1.0907,2.1296,-0.2218,1008
Guwahati,rainfall,2,ecmwf,0.8992,1.5353,-0.1234,1008
Guwahati,rainfall,2,gem,0.9324,1.7689,0.2328,1008
Guwahati,rainfall,2,gfs,0.9512,1.6235,0.0181,1008
Guwahati,rainfall,2,icon,0.9729,1.7967,-0.0551,1008
Guwahati,rainfall,3,ecmwf,0.9235,1.5702,-0.1463,1008
Guwahati,rainfall,3,gem,1.0539,2.0535,0.1102,1008
Guwahati,rainfall,3,gfs,1.0059,1.8962,-0.0812,1008
Guwahati,rainfall,3,icon,1.0279,1.7978,-0.1243,1008
Guwahati,temperature,1,ecmwf,0.8248,1.054,0.0194,1008
Guwahati,temperature,1,gem,1.1822,1.5728,0.3195,1008
Guwahati,temperature,1,gfs,1.0743,1.4489,0.4118,1008
Guwahati,temperature,1,icon,1.1125,1.3812,-0.3325,1008
Guwahati,temperature,2,ecmwf,0.9489,1.2246,0.2445,1008
Guwahati,temperature,2,gem,1.0908,1.4561,0.3009,1008
Guwahati,temperature,2,gfs,1.1438,1.5467,0.6346,1008
Guwahati,temperature,2,icon,1.0174,1.2702,-0.3586,1008
Guwahati,temperature,3,ecmwf,0.9746,1.2492,0.2087,1008
Guwahati,temperature,3,gem,1.2683,1.6799,0.4944,1008
Guwahati,temperature,3,gfs,1.2324,1.6346,0.7201,1008
Guwahati,temperature,3,icon,1.0945,1.3841,-0.4027,1008
Guwahati,wind_speed,1,ecmwf,2.3459,2.9947,-0.3888,1008
Guwahati,wind_speed,1,gem,2.4346,3.2244,-0.016,1008
Guwahati,wind_speed,1,gfs,2.3631,3.0381,-0.0589,1008
Guwahati,wind_speed,1,icon,2.241,2.8927,1.1092,1008
Guwahati,wind_speed,2,ecmwf,2.5304,3.2999,-0.2167,1008
Guwahati,wind_speed,2,gem,2.4621,3.2316,0.1758,1008
Guwahati,wind_speed,2,gfs,2.4194,3.147,-0.0516,1008
Guwahati,wind_speed,2,icon,2.1551,2.7672,1.0737,1008
Guwahati,wind_speed,3,ecmwf,2.5866,3.2482,-0.0725,1008
Guwahati,wind_speed,3,gem,2.5161,3.2086,0.2375,1008
Guwahati,wind_speed,3,gfs,2.5416,3.2356,-0.1521,1008
Guwahati,wind_speed,3,icon,2.3872,3.1123,1.1989,1008
Hyderabad,rainfall,1,ecmwf,0.203,0.4621,0.0167,1008
Hyderabad,rainfall,1,gem,0.2402,0.6234,0.0543,1008
Hyderabad,rainfall,1,gfs,0.1904,0.4791,0.1354,1008
Hyderabad,rainfall,1,icon,0.1866,0.4717,0.1336,1008
Hyderabad,rainfall,2,ecmwf,0.1925,0.4556,0.0821,1008
Hyderabad,rainfall,2,gem,0.2811,0.7859,0.038,1008
Hyderabad,rainfall,2,gfs,0.1758,0.4602,0.1587,1008
Hyderabad,rainfall,2,icon,0.1966,0.4839,0.1194,1008
Hyderabad,rainfall,3,ecmwf,0.2051,0.4766,0.0574,1008
Hyderabad,rainfall,3,gem,0.2684,0.6853,0.0499,1008
Hyderabad,rainfall,3,gfs,0.1874,0.4758,0.1574,1008
Hyderabad,rainfall,3,icon,0.189,0.4688,0.1213,1008
Hyderabad,temperature,1,ecmwf,0.68,0.9563,-0.1187,1008
Hyderabad,temperature,1,gem,1.3141,1.7173,-0.5694,1008
Hyderabad,temperature,1,gfs,1.1034,1.4261,-0.6883,1008
Hyderabad,temperature,1,icon,0.7903,1.054,-0.503,1008
Hyderabad,temperature,2,ecmwf,0.8032,1.1233,-0.2976,1008
Hyderabad,temperature,2,gem,1.4596,1.9769,-0.6249,1008
Hyderabad,temperature,2,gfs,1.2032,1.5779,-0.801,1008
Hyderabad,temperature,2,icon,0.856,1.1784,-0.4421,1008
Hyderabad,temperature,3,ecmwf,0.9312,1.2774,-0.3831,1008
Hyderabad,temperature,3,gem,1.6596,2.2171,-0.9348,1008
Hyderabad,temperature,3,gfs,1.3878,1.8252,-0.9574,1008
Hyderabad,temperature,3,icon,0.9957,1.3478,-0.4247,1008
Hyderabad,wind_speed,1,ecmwf,2.9053,3.4656,-2.5682,1008
Hyderabad,wind_speed,1,gem,6.5902,7.5278,-6.1646,1008
Hyderabad,wind_speed,1,gfs,8.2979,9.059,-8.187,1008
Hyderabad,wind_speed,1,icon,2.3982,3.0158,1.8371,1008
Hyderabad,wind_speed,2,ecmwf,3.1712,3.7947,-2.7506,1008
Hyderabad,wind_speed,2,gem,6.4678,7.4775,-5.9598,1008
Hyderabad,wind_speed,2,gfs,8.0448,8.8492,-7.845,1008
Hyderabad,wind_speed,2,icon,2.4872,3.174,1.8255,1008
Hyderabad,wind_speed,3,ecmwf,3.5405,4.2177,-3.2272,1008
Hyderabad,wind_speed,3,gem,6.2151,7.1462,-5.6567,1008
Hyderabad,wind_speed,3,gfs,7.7452,8.5987,-7.5194,1008
Hyderabad,wind_speed,3,icon,2.5803,3.2633,1.7602,1008
Imphal,rainfall,1,ecmwf,0.3729,0.7268,-0.0539,1008
Imphal,rainfall,1,gem,0.4267,0.9529,0.0217,1008
Imphal,rainfall,1,gfs,0.4853,0.9142,-0.1284,1008
Imphal,rainfall,1,icon,0.5215,1.4611,-0.0745,1008
Imphal,rainfall,2,ecmwf,0.4594,0.8538,-0.1568,1008
Imphal,rainfall,2,gem,0.515,1.1974,-0.0368,1008
Imphal,rainfall,2,gfs,0.55,1.3185,-0.2224,1008
Imphal,rainfall,2,icon,0.5076,1.3656,-0.0555,1008
Imphal,rainfall,3,ecmwf,0.5473,1.1414,-0.1997,1008
Imphal,rainfall,3,gem,0.5234,1.226,-0.0325,1008
Imphal,rainfall,3,gfs,0.651,1.2687,-0.2589,1008
Imphal,rainfall,3,icon,0.3807,0.871,0.109,1008
Imphal,temperature,1,ecmwf,0.6267,0.8134,0.3816,1008
Imphal,temperature,1,gem,1.2086,1.5403,0.4672,1008
Imphal,temperature,1,gfs,1.8154,2.0741,1.7174,1008
Imphal,temperature,1,icon,0.7791,1.11,0.1811,1008
Imphal,temperature,2,ecmwf,0.892,1.1502,0.6648,1008
Imphal,temperature,2,gem,1.2114,1.5755,0.3529,1008
Imphal,temperature,2,gfs,1.9616,2.2335,1.8811,1008
Imphal,temperature,2,icon,0.8312,1.1227,0.2981,1008
Imphal,temperature,3,ecmwf,0.9469,1.2382,0.6096,1008
Imphal,temperature,3,gem,1.2825,1.6831,0.4133,1008
Imphal,temperature,3,gfs,1.997,2.2328,1.8875,1008
Imphal,temperature,3,icon,0.818,1.1078,0.1689,1008
Imphal,wind_speed,1,ecmwf,1.7807,2.2573,0.3856,1008
Imphal,wind_speed,1,gem,2.1986,2.8593,-0.3058,1008
Imphal,wind_speed,1,gfs,1.9065,2.4471,0.9343,1008
Imphal,wind_speed,1,icon,1.8854,2.4349,-0.0721,1008
Imphal,wind_speed,2,ecmwf,1.8411,2.4136,0.556,1008
Imphal,wind_speed,2,gem,2.2335,2.8689,-0.5575,1008
Imphal,wind_speed,2,gfs,2.1084,2.7568,1.1257,1008
Imphal,wind_speed,2,icon,1.9599,2.5171,0.1456,1008
Imphal,wind_speed,3,ecmwf,2.0706,2.6709,0.5069,1008
Imphal,wind_speed,3,gem,2.3803,3.0753,-0.4215,1008
Imphal,wind_speed,3,gfs,2.1273,2.7833,1.2602,1008
Imphal,wind_speed,3,icon,1.9539,2.5005,0.0775,1008
Indore,rainfall,1,ecmwf,0.4297,0.9606,-0.0382,1008
Indore,rainfall,1,gem,0.4795,1.1308,0.1118,1008
Indore,rainfall,1,gfs,0.4347,1.0965,0.154,1008
Indore,rainfall,1,icon,0.5735,1.5019,-0.0237,1008
Indore,rainfall,2,ecmwf,0.4815,1.0785,-0.0069,1008
Indore,rainfall,2,gem,0.5044,1.2422,0.1438,1008
Indore,rainfall,2,gfs,0.4203,1.051,0.2642,1008
Indore,rainfall,2,icon,0.5927,1.4351,-0.0085,1008
Indore,rainfall,3,ecmwf,0.6464,2.0916,-0.095,1008
Indore,rainfall,3,gem,0.4984,1.3541,0.1659,1008
Indore,rainfall,3,gfs,0.432,1.1272,0.2529,1008
Indore,rainfall,3,icon,0.6807,1.6965,-0.0755,1008
Indore,temperature,1,ecmwf,0.5878,0.8128,0.3061,1008
Indore,temperature,1,gem,1.0126,1.315,0.7785,1008
Indore,temperature,1,gfs,1.4789,1.8885,1.1217,1008
Indore,temperature,1,icon,0.886,1.2837,0.4128,1008
Indore,temperature,2,ecmwf,0.7364,0.9969,0.3687,1008
Indore,temperature,2,gem,1.0743,1.432,0.787,1008
Indore,temperature,2,gfs,1.5888,1.9788,1.2043,1008
Indore,temperature,2,icon,0.9605,1.3763,0.5216,1008
Indore,temperature,3,ecmwf,0.8435,1.1963,0.4365,1008
Indore,temperature,3,gem,1.1691,1.545,0.8021,1008
Indore,temperature,3,gfs,1.5243,1.9099,1.2451,1008
Indore,temperature,3,icon,1.1307,1.6045,0.7041,1008
Indore,wind_speed,1,ecmwf,2.5843,3.3552,-1.8663,1008
Indore,wind_speed,1,gem,4.1392,4.9745,-3.3834,1008
Indore,wind_speed,1,gfs,7.5835,8.4389,-7.4504,1008
Indore,wind_speed,1,icon,2.5822,3.1334,1.9787,1008
Indore,wind_speed,2,ecmwf,3.2573,3.9742,-2.7206,1008
Indore,wind_speed,2,gem,4.5178,5.315,-3.7078,1008
Indore,wind_speed,2,gfs,7.1447,8.1762,-6.7997,1008
Indore,wind_speed,2,icon,2.6487,3.2811,1.6322,1008
Indore,wind_speed,3,ecmwf,4.0251,4.8743,-3.5809,1008
Indore,wind_speed,3,gem,4.3933,5.2866,-3.4105,1008
Indore,wind_speed,3,gfs,7.1477,8.2008,-6.9164,1008
Indore,wind_speed,3,icon,2.7078,3.4232,1.6824,1008
Jabalpur,rainfall,1,ecmwf,0.7983,1.6963,-0.161,1008
Jabalpur,rainfall,1,gem,0.9356,2.0633,-0.0574,1008
Jabalpur,rainfall,1,gfs,0.7928,1.6156,0.0741,1008
Jabalpur,rainfall,1,icon,0.8489,1.8197,-0.0838,1008
Jabalpur,rainfall,2,ecmwf,1.0497,2.964,-0.5062,1008
Jabalpur,rainfall,2,gem,0.9006,1.829,-0.0022,1008
Jabalpur,rainfall,2,gfs,0.7534,1.6269,0.0994,1008
Jabalpur,rainfall,2,icon,1.0586,2.5437,-0.3467,1008
Jabalpur,rainfall,3,ecmwf,0.9681,1.8394,-0.3494,1008
Jabalpur,rainfall,3,gem,0.9952,1.9399,-0.148,1008
Jabalpur,rainfall,3,gfs,0.7268,1.5201,0.2542,1008
Jabalpur,rainfall,3,icon,1.0062,2.9544,-0.1438,1008
Jabalpur,temperature,1,ecmwf,0.8339,1.1771,0.3681,1008
Jabalpur,temperature,1,gem,1.3821,1.7732,1.246,1008
Jabalpur,temperature,1,gfs,1.2736,1.6798,1.0744,1008
Jabalpur,temperature,1,icon,0.9574,1.3324,0.6549,1008
Jabalpur,temperature,2,ecmwf,0.9829,1.3371,0.7153,1008
Jabalpur,temperature,2,gem,1.4074,1.7653,1.1249,1008
Jabalpur,temperature,2,gfs,2.0243,2.4737,1.9299,1008
Jabalpur,temperature,2,icon,1.2068,1.6813,1.0332,1008
Jabalpur,temperature,3,ecmwf,0.9804,1.3032,0.6087,1008
Jabalpur,temperature,3,gem,1.572,1.9808,1.3685,1008
Jabalpur,temperature,3,gfs,2.0256,2.4748,1.8839,1008
Jabalpur,temperature,3,icon,1.2849,1.7235,1.0196,1008
Jabalpur,wind_speed,1,ecmwf,2.2688,2.9265,0.5464,1008
Jabalpur,wind_speed,1,gem,3.7133,4.7079,-2.1821,1008
Jabalpur,wind_speed,1,gfs,5.4413,6.4967,-5.08,1008
Jabalpur,wind_speed,1,icon,2.9083,3.5216,1.97,1008
Jabalpur,wind_speed,2,ecmwf,2.8345,3.6577,-0.37,1008
Jabalpur,wind_speed,2,gem,4.0772,5.0784,-2.0317,1008
Jabalpur,wind_speed,2,gfs,5.8437,7.0929,-5.4153,1008
Jabalpur,wind_speed,2,icon,2.9305,3.6047,1.6557,1008
Jabalpur,wind_speed,3,ecmwf,2.9683,3.8319,-0.373,1008
Jabalpur,wind_speed,3,gem,4.51,5.539,-1.8491,1008
Jabalpur,wind_speed,3,gfs,5.0811,6.2957,-4.287,1008
Jabalpur,wind_speed,3,icon,3.3699,4.1848,1.8888,1008
Jaipur,rainfall,1,ecmwf,0.3208,0.8846,-0.0431,1008
Jaipur,rainfall,1,gem,0.3951,1.1817,-0.0509,1008
Jaipur,rainfall,1,gfs,0.4099,1.6267,-0.0712,1008
Jaipur,rainfall,1,icon,0.407,1.0549,-0.1037,1008
Jaipur,rainfall,2,ecmwf,0.3955,1.1023,-0.1124,1008
Jaipur,rainfall,2,gem,0.4924,1.4742,-0.1366,1008
Jaipur,rainfall,2,gfs,0.3589,1.019,-0.0004,1008
Jaipur,rainfall,2,icon,0.6558,1.8996,-0.3754,1008
Jaipur,rainfall,3,ecmwf,0.4165,0.9923,-0.0996,1008
Jaipur,rainfall,3,gem,0.3857,1.1187,-0.0266,1008
Jaipur,rainfall,3,gfs,0.4502,1.6765,-0.0813,1008
Jaipur,rainfall,3,icon,0.5914,1.8056,-0.2749,1008
Jaipur,temperature,1,ecmwf,1.0601,1.3823,0.7339,1008
Jaipur,temperature,1,gem,1.6003,1.9699,0.9926,1008
Jaipur,temperature,1,gfs,2.4045,2.854,-2.1803,1008
Jaipur,temperature,1,icon,0.9987,1.3812,0.5201,1008
Jaipur,temperature,2,ecmwf,1.2003,1.4816,0.8697,1008
Jaipur,temperature,2,gem,1.7961,2.2396,1.0545,1008
Jaipur,temperature,2,gfs,2.0774,2.566,-1.7206,1008
Jaipur,temperature,2,icon,1.2321,1.7489,0.8659,1008
Jaipur,temperature,3,ecmwf,1.3772,1.6421,1.0137,1008
Jaipur,temperature,3,gem,1.7152,2.1326,1.0146,1008
Jaipur,temperature,3,gfs,2.0295,2.547,-1.3144,1008
Jaipur,temperature,3,icon,1.4775,2.1534,1.1436,1008
Jaipur,wind_speed,1,ecmwf,2.2377,2.9566,-0.5438,1008
Jaipur,wind_speed,1,gem,3.5397,4.4245,-1.7883,1008
Jaipur,wind_speed,1,gfs,7.7729,8.9557,-7.5267,1008
Jaipur,wind_speed,1,icon,2.3938,3.026,0.8,1008
Jaipur,wind_speed,2,ecmwf,2.4524,3.0966,-0.9641,1008
Jaipur,wind_speed,2,gem,3.6362,4.5777,-1.4132,1008
Jaipur,wind_speed,2,gfs,8.5617,9.8819,-8.3153,1008
Jaipur,wind_speed,2,icon,2.5705,3.2278,0.7872,1008
Jaipur,wind_speed,3,ecmwf,2.653,3.3402,-1.1155,1008
Jaipur,wind_speed,3,gem,3.604,4.5525,-1.2516,1008
Jaipur,wind_speed,3,gfs,8.77,10.2011,-8.3464,1008
Jaipur,wind_speed,3,icon,2.7948,3.4421,0.6613,1008
Jodhpur,rainfall,1,ecmwf,0.2286,0.7225,-0.0091,1008
Jodhpur,rainfall,1,gem,0.2481,0.901,0.0336,1008
Jodhpur,rainfall,1,gfs,0.2347,0.7604,0.024,1008
Jodhpur,rainfall,1,icon,0.2862,0.8604,-0.0531,1008
Jodhpur,rainfall,2,ecmwf,0.2926,0.8748,-0.0416,1008
Jodhpur,rainfall,2,gem,0.2747,1.0685,0.0027,1008
Jodhpur,rainfall,2,gfs,0.2921,1.3061,0.0183,1008
Jodhpur,rainfall,2,icon,0.2981,0.8685,-0.0366,1008
Jodhpur,rainfall,3,ecmwf,0.3199,0.8747,-0.0636,1008
Jodhpur,rainfall,3,gem,0.3952,1.2331,-0.0671,1008
Jodhpur,rainfall,3,gfs,0.2233,0.78,0.0969,1008
Jodhpur,rainfall,3,icon,0.4168,1.2326,-0.1449,1008
Jodhpur,temperature,1,ecmwf,0.7637,1.0398,0.3008,1008
Jodhpur,temperature,1,gem,1.4744,1.8821,-0.2937,1008
Jodhpur,temperature,1,gfs,1.9562,2.4291,-1.8432,1008
Jodhpur,temperature,1,icon,0.8361,1.1207,0.4169,1008
Jodhpur,temperature,2,ecmwf,1.0481,1.3542,0.4686,1008
Jodhpur,temperature,2,gem,1.6652,2.1331,-0.367,1008
Jodhpur,temperature,2,gfs,1.6577,2.0847,-1.3097,1008
Jodhpur,temperature,2,icon,1.0249,1.3886,0.4949,1008
Jodhpur,temperature,3,ecmwf,1.174,1.5472,0.7048,1008
Jodhpur,temperature,3,gem,1.7761,2.2799,0.0299,1008
Jodhpur,temperature,3,gfs,1.5395,2.0655,-0.971,1008
Jodhpur,temperature,3,icon,1.228,1.7229,0.7464,1008
Jodhpur,wind_speed,1,ecmwf,1.9312,2.6136,-0.3484,1008
Jodhpur,wind_speed,1,gem,4.2824,5.1238,-3.3971,1008
Jodhpur,wind_speed,1,gfs,11.355,12.1742,-11.2954,1008
Jodhpur,wind_speed,1,icon,2.2951,2.911,1.0386,1008
Jodhpur,wind_speed,2,ecmwf,2.299,3.0412,-0.7359,1008
Jodhpur,wind_speed,2,gem,4.3096,5.23,-3.1715,1008
Jodhpur,wind_speed,2,gfs,12.0936,12.8879,-12.0531,1008
Jodhpur,wind_speed,2,icon,2.5918,3.3015,0.9745,1008
Jodhpur,wind_speed,3,ecmwf,2.7433,3.5858,-0.9677,1008
Jodhpur,wind_speed,3,gem,4.7689,5.6646,-3.2943,1008
Jodhpur,wind_speed,3,gfs,12.2327,13.0791,-11.998,1008
Jodhpur,wind_speed,3,icon,2.8885,3.6241,0.9597,1008
Kanpur,rainfall,1,ecmwf,0.6007,1.2184,-0.0213,1008
Kanpur,rainfall,1,gem,0.7284,1.7799,0.1034,1008
Kanpur,rainfall,1,gfs,0.6053,1.3554,0.1455,1008
Kanpur,rainfall,1,icon,0.8522,1.8465,-0.1988,1008
Kanpur,rainfall,2,ecmwf,0.7981,1.723,-0.2017,1008
Kanpur,rainfall,2,gem,0.752,1.6776,0.07,1008
Kanpur,rainfall,2,gfs,0.7663,1.4968,0.0417,1008
Kanpur,rainfall,2,icon,0.7529,1.8845,-0.0219,1008
Kanpur,rainfall,3,ecmwf,0.7491,1.3662,-0.0636,1008
Kanpur,rainfall,3,gem,0.8616,2.0816,0.0082,1008
Kanpur,rainfall,3,gfs,0.946,2.4798,-0.1724,1008
Kanpur,rainfall,3,icon,0.731,1.5211,0.0085,1008
Kanpur,temperature,1,ecmwf,0.9838,1.2514,0.6436,1008
Kanpur,temperature,1,gem,1.8703,2.2432,1.6182,1008
Kanpur,temperature,1,gfs,1.842,2.3541,-1.4709,1008
Kanpur,temperature,1,icon,1.0463,1.3535,0.514,1008
Kanpur,temperature,2,ecmwf,1.234,1.5156,0.8987,1008
Kanpur,temperature,2,gem,1.8852,2.3085,1.5418,1008
Kanpur,temperature,2,gfs,1.469,1.9412,-0.727,1008
Kanpur,temperature,2,icon,1.1322,1.4268,0.6477,1008
Kanpur,temperature,3,ecmwf,1.2871,1.6029,0.8746,1008
Kanpur,temperature,3,gem,1.9345,2.362,1.5026,1008
Kanpur,temperature,3,gfs,1.4852,1.9972,0.0352,1008
Kanpur,temperature,3,icon,1.2278,1.5498,0.5464,1008
Kanpur,wind_speed,1,ecmwf,2.4777,3.1766,0.1896,1008
Kanpur,wind_speed,1,gem,3.8896,4.8834,-2.2053,1008
Kanpur,wind_speed,1,gfs,4.9073,6.013,-4.0062,1008
Kanpur,wind_speed,1,icon,2.5092,3.1157,0.7781,1008
Kanpur,wind_speed,2,ecmwf,2.2994,2.9156,0.4381,1008
Kanpur,wind_speed,2,gem,3.4137,4.3623,-1.7456,1008
Kanpur,wind_speed,2,gfs,5.7816,7.1125,-4.7193,1008
Kanpur,wind_speed,2,icon,2.6603,3.4279,0.1147,1008
