city,variable,lead_days,model,mae,rmse,bias,n
Kanpur,wind_speed,3,ecmwf,2.7269,3.4709,0.513,1008
Kanpur,wind_speed,3,gem,3.8503,4.9225,-1.7614,1008
Kanpur,wind_speed,3,gfs,6.094,7.4261,-5.2736,1008
Kanpur,wind_speed,3,icon,2.8968,3.6036,0.5181,1008
Kochi,rainfall,1,ecmwf,0.5537,1.1986,0.1451,1008
Kochi,rainfall,1,gem,0.655,1.3477,0.2825,1008
Kochi,rainfall,1,gfs,0.5886,1.3398,0.393,1008
Kochi,rainfall,1,icon,0.5628,1.2322,0.3281,1008
Kochi,rainfall,2,ecmwf,0.5703,1.2469,0.2344,1008
Kochi,rainfall,2,gem,0.6952,1.5176,0.2417,1008
Kochi,rainfall,2,gfs,0.5869,1.3443,0.4258,1008
Kochi,rainfall,2,icon,0.5444,1.2281,0.324,1008
Kochi,rainfall,3,ecmwf,0.6067,1.2631,0.2133,1008
Kochi,rainfall,3,gem,0.6498,1.3547,0.3065,1008
Kochi,rainfall,3,gfs,0.5976,1.3832,0.4645,1008
Kochi,rainfall,3,icon,0.5472,1.2506,0.381,1008
Kochi,temperature,1,ecmwf,0.956,1.1817,0.8653,1008
Kochi,temperature,1,gem,0.8597,1.0917,0.6044,1008
Kochi,temperature,1,gfs,1.3553,1.5582,0.6112,1008
Kochi,temperature,1,icon,0.6007,0.76,0.1662,1008
Kochi,temperature,2,ecmwf,1.0014,1.2269,0.8512,1008
Kochi,temperature,2,gem,0.997,1.2336,0.7089,1008
Kochi,temperature,2,gfs,1.3835,1.5985,0.549,1008
Kochi,temperature,2,icon,0.6134,0.7937,0.1451,1008
Kochi,temperature,3,ecmwf,1.0475,1.2944,0.9118,1008
Kochi,temperature,3,gem,0.9894,1.2327,0.6676,1008
Kochi,temperature,3,gfs,1.385,1.6006,0.4989,1008
Kochi,temperature,3,icon,0.6472,0.8427,0.128,1008
Kochi,wind_speed,1,ecmwf,3.8533,4.9424,-1.466,1008
Kochi,wind_speed,1,gem,3.5289,4.5069,-1.164,1008
Kochi,wind_speed,1,gfs,3.1156,4.1552,-0.8342,1008
Kochi,wind_speed,1,icon,2.9353,3.9082,0.5619,1008
Kochi,wind_speed,2,ecmwf,3.8585,4.9087,-1.0565,1008
Kochi,wind_speed,2,gem,3.557,4.6437,-0.4203,1008
Kochi,wind_speed,2,gfs,3.2531,4.2012,-0.7719,1008
Kochi,wind_speed,2,icon,3.0447,3.9944,0.7322,1008
Kochi,wind_speed,3,ecmwf,3.8147,4.8973,-0.8589,1008
Kochi,wind_speed,3,gem,3.4788,4.4912,0.0444,1008
Kochi,wind_speed,3,gfs,3.2959,4.2845,-0.7362,1008
Kochi,wind_speed,3,icon,3.1062,4.072,0.4352,1008
Kolkata,rainfall,1,ecmwf,0.7665,1.6004,-0.0018,1008
Kolkata,rainfall,1,gem,0.823,1.7378,0.178,1008
Kolkata,rainfall,1,gfs,0.6866,1.7859,0.2926,1008
Kolkata,rainfall,1,icon,0.6566,1.4305,0.2348,1008
Kolkata,rainfall,2,ecmwf,0.7999,1.7148,-0.0092,1008
Kolkata,rainfall,2,gem,0.8956,2.0098,0.1333,1008
Kolkata,rainfall,2,gfs,0.7164,1.5518,0.2874,1008
Kolkata,rainfall,2,icon,0.6852,1.5834,0.2164,1008
Kolkata,rainfall,3,ecmwf,0.7366,1.4599,0.0366,1008
Kolkata,rainfall,3,gem,0.8896,1.8649,0.1777,1008
Kolkata,rainfall,3,gfs,0.6902,1.4825,0.3005,1008
Kolkata,rainfall,3,icon,0.8102,1.8611,0.084,1008
Kolkata,temperature,1,ecmwf,0.9467,1.1966,0.5977,1008
Kolkata,temperature,1,gem,1.2501,1.5929,0.857,1008
Kolkata,temperature,1,gfs,1.1601,1.574,-0.8173,1008
Kolkata,temperature,1,icon,0.8416,1.1395,-0.1445,1008
Kolkata,temperature,2,ecmwf,0.9875,1.252,0.5474,1008
Kolkata,temperature,2,gem,1.2133,1.534,0.7153,1008
Kolkata,temperature,2,gfs,1.3198,1.7659,-1.0536,1008
Kolkata,temperature,2,icon,0.8169,1.0861,-0.0962,1008
Kolkata,temperature,3,ecmwf,1.0042,1.3015,0.52,1008
Kolkata,temperature,3,gem,1.2014,1.5246,0.7032,1008
Kolkata,temperature,3,gfs,1.429,1.8745,-1.1853,1008
Kolkata,temperature,3,icon,0.9274,1.2415,-0.1181,1008
Kolkata,wind_speed,1,ecmwf,2.5813,3.3843,0.1592,1008
Kolkata,wind_speed,1,gem,3.3915,4.2442,-0.6883,1008
Kolkata,wind_speed,1,gfs,6.3574,7.474,-6.0182,1008
Kolkata,wind_speed,1,icon,2.6408,3.3371,1.7235,1008
Kolkata,wind_speed,2,ecmwf,3.032,3.796,0.4273,1008
Kolkata,wind_speed,2,gem,3.6313,4.5144,-0.1704,1008
Kolkata,wind_speed,2,gfs,6.0641,7.2585,-5.2,1008
Kolkata,wind_speed,2,icon,3.3183,4.0787,2.3921,1008
Kolkata,wind_speed,3,ecmwf,3.2947,4.1654,1.1727,1008
Kolkata,wind_speed,3,gem,4.0059,5.0976,0.1434,1008
Kolkata,wind_speed,3,gfs,5.3253,6.5792,-3.7467,1008
Kolkata,wind_speed,3,icon,3.6115,4.4466,2.925,1008
Kota,rainfall,1,ecmwf,0.3834,0.9386,-0.0182,1008
Kota,rainfall,1,gem,0.4168,1.1485,0.0368,1008
Kota,rainfall,1,gfs,0.4516,1.0723,-0.0349,1008
Kota,rainfall,1,icon,0.4238,1.0022,-0.05,1008
Kota,rainfall,2,ecmwf,0.4838,1.0611,-0.1384,1008
Kota,rainfall,2,gem,0.487,1.2514,0.0144,1008
Kota,rainfall,2,gfs,0.4737,1.4076,-0.008,1008
Kota,rainfall,2,icon,0.5512,1.339,-0.1883,1008
Kota,rainfall,3,ecmwf,0.5874,1.6047,-0.2086,1008
Kota,rainfall,3,gem,0.5845,1.6325,-0.0754,1008
Kota,rainfall,3,gfs,0.4743,1.3439,-0.0209,1008
Kota,rainfall,3,icon,0.6584,1.6862,-0.2596,1008
Kota,temperature,1,ecmwf,0.8582,1.1616,0.0826,1008
Kota,temperature,1,gem,1.4507,1.8205,0.7356,1008
Kota,temperature,1,gfs,1.485,1.9906,-0.611,1008
Kota,temperature,1,icon,0.9765,1.3564,0.2598,1008
Kota,temperature,2,ecmwf,1.0241,1.3859,0.1747,1008
Kota,temperature,2,gem,1.6533,2.0896,0.8257,1008
Kota,temperature,2,gfs,1.4542,1.9886,0.0173,1008
Kota,temperature,2,icon,1.1669,1.5907,0.5758,1008
Kota,temperature,3,ecmwf,1.1175,1.4757,0.3532,1008
Kota,temperature,3,gem,1.6685,2.141,0.8774,1008
Kota,temperature,3,gfs,1.5147,2.0597,0.2802,1008
Kota,temperature,3,icon,1.3593,1.789,0.8442,1008
Kota,wind_speed,1,ecmwf,2.5747,3.313,-0.6225,1008
Kota,wind_speed,1,gem,4.0501,4.9669,-2.2547,1008
Kota,wind_speed,1,gfs,8.081,9.2077,-7.8468,1008
Kota,wind_speed,1,icon,2.8612,3.5857,1.9215,1008
Kota,wind_speed,2,ecmwf,2.9212,3.7432,-0.7313,1008
Kota,wind_speed,2,gem,3.9125,4.8747,-1.8484,1008
Kota,wind_speed,2,gfs,8.4347,9.581,-8.1972,1008
Kota,wind_speed,2,icon,2.9705,3.7278,1.836,1008
Kota,wind_speed,3,ecmwf,3.4014,4.3406,-1.3097,1008
Kota,wind_speed,3,gem,4.1824,5.2042,-2.3277,1008
Kota,wind_speed,3,gfs,8.4419,9.7096,-8.1508,1008
Kota,wind_speed,3,icon,3.3884,4.2295,1.9604,1008
Lucknow,rainfall,1,ecmwf,0.6048,1.1657,-0.094,1008
Lucknow,rainfall,1,gem,0.6009,1.7488,0.0783,1008
Lucknow,rainfall,1,gfs,0.5563,1.1787,0.0798,1008
Lucknow,rainfall,1,icon,0.6864,1.402,-0.1116,1008
Lucknow,rainfall,2,ecmwf,0.6805,1.2248,-0.1652,1008
Lucknow,rainfall,2,gem,0.7886,1.8567,-0.0707,1008
Lucknow,rainfall,2,gfs,0.6531,1.3411,-0.0316,1008
Lucknow,rainfall,2,icon,0.6369,1.2681,-0.0603,1008
Lucknow,rainfall,3,ecmwf,0.6739,1.2345,-0.1527,1008
Lucknow,rainfall,3,gem,0.5481,1.3296,0.2154,1008
Lucknow,rainfall,3,gfs,0.7247,1.8756,-0.0747,1008
Lucknow,rainfall,3,icon,0.6242,1.2142,-0.003,1008
Lucknow,temperature,1,ecmwf,0.9129,1.1663,0.5365,1008
Lucknow,temperature,1,gem,1.6365,1.9863,1.2024,1008
Lucknow,temperature,1,gfs,2.5,3.0058,-2.3427,1008
Lucknow,temperature,1,icon,0.9192,1.2301,0.2895,1008
Lucknow,temperature,2,ecmwf,1.1378,1.3901,0.7908,1008
Lucknow,temperature,2,gem,1.6762,2.1067,1.0569,1008
Lucknow,temperature,2,gfs,1.9772,2.4356,-1.7216,1008
Lucknow,temperature,2,icon,0.9845,1.2886,0.4339,1008
Lucknow,temperature,3,ecmwf,1.1985,1.4683,0.8572,1008
Lucknow,temperature,3,gem,1.5007,1.9038,0.9473,1008
Lucknow,temperature,3,gfs,1.7938,2.2539,-1.0882,1008
Lucknow,temperature,3,icon,1.0715,1.4027,0.3418,1008
Lucknow,wind_speed,1,ecmwf,2.3711,2.9563,0.1352,1008
Lucknow,wind_speed,1,gem,4.116,5.2917,-2.7872,1008
Lucknow,wind_speed,1,gfs,4.5641,5.5906,-3.8663,1008
Lucknow,wind_speed,1,icon,2.5698,3.2082,0.4442,1008
Lucknow,wind_speed,2,ecmwf,2.2762,2.9341,0.0633,1008
Lucknow,wind_speed,2,gem,3.7947,4.8898,-2.2477,1008
Lucknow,wind_speed,2,gfs,4.9529,6.1088,-4.1801,1008
Lucknow,wind_speed,2,icon,2.8267,3.5689,-0.0811,1008
Lucknow,wind_speed,3,ecmwf,2.6992,3.4195,-0.0458,1008
Lucknow,wind_speed,3,gem,4.3474,5.415,-2.8677,1008
Lucknow,wind_speed,3,gfs,4.9312,6.1293,-4.027,1008
Lucknow,wind_speed,3,icon,3.1077,3.9427,0.073,1008
Ludhiana,rainfall,1,ecmwf,0.3205,0.7799,-0.0594,1008
Ludhiana,rainfall,1,gem,0.5477,1.8317,-0.2422,1008
Ludhiana,rainfall,1,gfs,0.2796,0.7846,0.0687,1008
Ludhiana,rainfall,1,icon,0.383,1.0966,-0.086,1008
Ludhiana,rainfall,2,ecmwf,0.3408,0.8238,-0.0803,1008
Ludhiana,rainfall,2,gem,0.4568,1.2409,-0.1491,1008
Ludhiana,rainfall,2,gfs,0.3525,0.9225,-0.0049,1008
Ludhiana,rainfall,2,icon,0.3845,0.9412,-0.0694,1008
Ludhiana,rainfall,3,ecmwf,0.3494,0.8293,-0.096,1008
Ludhiana,rainfall,3,gem,0.6982,2.0859,-0.3841,1008
Ludhiana,rainfall,3,gfs,0.3938,1.0203,-0.0629,1008
Ludhiana,rainfall,3,icon,0.3784,0.9593,-0.0782,1008
Ludhiana,temperature,1,ecmwf,1.3684,1.6386,1.0743,1008
Ludhiana,temperature,1,gem,1.8296,2.282,1.2794,1008
Ludhiana,temperature,1,gfs,2.2707,2.852,-1.1449,1008
Ludhiana,temperature,1,icon,1.0295,1.3706,0.2197,1008
Ludhiana,temperature,2,ecmwf,1.5638,1.8878,1.2749,1008
Ludhiana,temperature,2,gem,2.0032,2.494,1.5692,1008
Ludhiana,temperature,2,gfs,2.1988,2.8761,-1.0103,1008
Ludhiana,temperature,2,icon,1.2848,1.6644,0.5666,1008
Ludhiana,temperature,3,ecmwf,1.5589,1.8725,1.2744,1008
Ludhiana,temperature,3,gem,2.397,2.9008,1.9262,1008
Ludhiana,temperature,3,gfs,2.076,2.7222,-0.605,1008
Ludhiana,temperature,3,icon,1.2927,1.6751,0.5367,1008
Ludhiana,wind_speed,1,ecmwf,2.3858,3.0973,0.1057,1008
Ludhiana,wind_speed,1,gem,4.6831,6.0437,-3.3387,1008
Ludhiana,wind_speed,1,gfs,5.7954,7.0508,-5.2377,1008
Ludhiana,wind_speed,1,icon,2.535,3.1277,0.8382,1008
Ludhiana,wind_speed,2,ecmwf,2.5813,3.2758,0.0386,1008
Ludhiana,wind_speed,2,gem,4.5451,5.8664,-3.058,1008
Ludhiana,wind_speed,2,gfs,6.2532,7.5011,-5.5563,1008
Ludhiana,wind_speed,2,icon,2.8791,3.5897,0.2104,1008
Ludhiana,wind_speed,3,ecmwf,2.7404,3.4353,0.0957,1008
Ludhiana,wind_speed,3,gem,5.0939,6.4736,-3.6616,1008
Ludhiana,wind_speed,3,gfs,6.4835,8.0548,-5.8823,1008
Ludhiana,wind_speed,3,icon,2.9244,3.6591,0.2204,1008
Madurai,rainfall,1,ecmwf,0.1468,0.6061,-0.0115,1008
Madurai,rainfall,1,gem,0.1185,0.6012,0.0524,1008
Madurai,rainfall,1,gfs,0.1243,0.6049,0.0715,1008
Madurai,rainfall,1,icon,0.1041,0.5962,0.0864,1008
Madurai,rainfall,2,ecmwf,0.1399,0.6106,0.0117,1008
Madurai,rainfall,2,gem,0.1082,0.5844,0.0624,1008
Madurai,rainfall,2,gfs,0.1159,0.6109,0.0833,1008
Madurai,rainfall,2,icon,0.1055,0.6067,0.093,1008
Madurai,rainfall,3,ecmwf,0.1385,0.6322,0.0105,1008
Madurai,rainfall,3,gem,0.1232,0.601,0.0425,1008
Madurai,rainfall,3,gfs,0.1075,0.5971,0.0897,1008
Madurai,rainfall,3,icon,0.1014,0.5928,0.0954,1008
Madurai,temperature,1,ecmwf,1.6557,2.0305,1.4418,1008
Madurai,temperature,1,gem,2.4959,2.9659,2.0426,1008
Madurai,temperature,1,gfs,1.4602,1.8563,0.9529,1008
Madurai,temperature,1,icon,1.2976,1.6474,0.6744,1008
Madurai,temperature,2,ecmwf,1.6857,2.0277,1.3986,1008
Madurai,temperature,2,gem,2.3327,2.861,1.8056,1008
Madurai,temperature,2,gfs,1.4627,1.8811,0.8998,1008
Madurai,temperature,2,icon,1.3422,1.7442,0.5416,1008
Madurai,temperature,3,ecmwf,1.6359,1.9524,1.3567,1008
Madurai,temperature,3,gem,2.4778,3.0219,1.928,1008
Madurai,temperature,3,gfs,1.3663,1.813,0.7087,1008
Madurai,temperature,3,icon,1.4149,1.8713,0.3952,1008
Madurai,wind_speed,1,ecmwf,3.7731,4.9323,2.2719,1008
Madurai,wind_speed,1,gem,4.578,6.0473,0.2448,1008
Madurai,wind_speed,1,gfs,5.7884,7.2684,-4.4279,1008
Madurai,wind_speed,1,icon,4.6853,5.8224,1.872,1008
Madurai,wind_speed,2,ecmwf,4.0033,5.3102,2.2051,1008
Madurai,wind_speed,2,gem,4.6787,6.0581,-0.2055,1008
Madurai,wind_speed,2,gfs,5.8502,7.3008,-4.5698,1008
Madurai,wind_speed,2,icon,4.6198,5.705,1.6502,1008
Madurai,wind_speed,3,ecmwf,3.8559,5.1789,1.962,1008
Madurai,wind_speed,3,gem,4.7154,6.1153,0.2775,1008
Madurai,wind_speed,3,gfs,5.7703,7.222,-3.8715,1008
Madurai,wind_speed,3,icon,4.6126,5.6863,1.4664,1008
Mumbai,rainfall,1,ecmwf,0.5719,1.0605,0.0326,1008
Mumbai,rainfall,1,gem,0.8011,1.6763,0.1348,1008
Mumbai,rainfall,1,gfs,0.6623,1.3207,0.2901,1008
Mumbai,rainfall,1,icon,0.6731,1.36,0.1487,1008
Mumbai,rainfall,2,ecmwf,0.6092,1.1782,0.11,1008
Mumbai,rainfall,2,gem,0.7149,1.314,0.1913,1008
Mumbai,rainfall,2,gfs,0.6549,1.2402,0.2049,1008
Mumbai,rainfall,2,icon,0.6374,1.2983,0.1945,1008
Mumbai,rainfall,3,ecmwf,0.6129,1.2512,0.1323,1008
Mumbai,rainfall,3,gem,0.6888,1.2955,0.3457,1008
Mumbai,rainfall,3,gfs,0.6783,1.3066,0.2219,1008
Mumbai,rainfall,3,icon,0.6014,1.218,0.1784,1008
Mumbai,temperature,1,ecmwf,0.6858,0.9175,0.4705,1008
Mumbai,temperature,1,gem,0.7389,0.9411,0.4044,1008
Mumbai,temperature,1,gfs,1.6391,1.844,-1.5226,1008
Mumbai,temperature,1,icon,0.6185,0.7753,-0.32,1008
Mumbai,temperature,2,ecmwf,0.6866,0.9372,0.3485,1008
Mumbai,temperature,2,gem,0.7252,0.9326,0.4044,1008
Mumbai,temperature,2,gfs,1.5678,1.778,-1.4019,1008
Mumbai,temperature,2,icon,0.681,0.8623,-0.3488,1008
Mumbai,temperature,3,ecmwf,0.6974,0.9675,0.3065,1008
Mumbai,temperature,3,gem,0.7104,0.9052,0.2826,1008
Mumbai,temperature,3,gfs,1.459,1.667,-1.3511,1008
Mumbai,temperature,3,icon,0.6953,0.8853,-0.2572,1008
Mumbai,wind_speed,1,ecmwf,3.1654,4.1949,2.6638,1008
Mumbai,wind_speed,1,gem,3.484,4.4043,-2.114,1008
Mumbai,wind_speed,1,gfs,8.9724,9.6145,-8.9633,1008
Mumbai,wind_speed,1,icon,3.691,4.5283,2.9983,1008
Mumbai,wind_speed,2,ecmwf,2.9081,3.9965,1.3367,1008
Mumbai,wind_speed,2,gem,3.7312,4.7691,-1.5571,1008
Mumbai,wind_speed,2,gfs,9.5011,10.1308,-9.4441,1008
Mumbai,wind_speed,2,icon,3.4516,4.3787,2.3542,1008
Mumbai,wind_speed,3,ecmwf,3.1574,4.368,0.7507,1008
Mumbai,wind_speed,3,gem,3.7648,4.7632,-1.6102,1008
Mumbai,wind_speed,3,gfs,9.299,9.966,-8.97,1008
Mumbai,wind_speed,3,icon,3.501,4.4387,2.3006,1008
Nagpur,rainfall,1,ecmwf,0.5262,0.9364,-0.2617,1008
Nagpur,rainfall,1,gem,0.5239,1.5976,-0.0031,1008
Nagpur,rainfall,1,gfs,0.5691,1.0821,-0.1953,1008
Nagpur,rainfall,1,icon,0.7572,2.0202,-0.368,1008
Nagpur,rainfall,2,ecmwf,0.6812,1.1599,-0.3799,1008
Nagpur,rainfall,2,gem,0.5315,1.4104,0.0016,1008
Nagpur,rainfall,2,gfs,0.4408,0.9148,0.0199,1008
Nagpur,rainfall,2,icon,0.8534,2.0037,-0.4413,1008
Nagpur,rainfall,3,ecmwf,0.7673,1.526,-0.3849,1008
Nagpur,rainfall,3,gem,0.4445,1.0658,0.1132,1008
Nagpur,rainfall,3,gfs,0.4387,1.0015,0.0107,1008
Nagpur,rainfall,3,icon,0.8685,2.0758,-0.4054,1008
Nagpur,temperature,1,ecmwf,0.7952,1.084,0.3137,1008
Nagpur,temperature,1,gem,1.3446,1.6586,1.0105,1008
Nagpur,temperature,1,gfs,1.5004,1.9594,1.2575,1008
Nagpur,temperature,1,icon,1.0288,1.411,0.795,1008
Nagpur,temperature,2,ecmwf,0.9755,1.329,0.6013,1008
Nagpur,temperature,2,gem,1.4873,1.843,1.0601,1008
Nagpur,temperature,2,gfs,1.8487,2.3671,1.6144,1008
Nagpur,temperature,2,icon,1.4417,1.909,1.201,1008
Nagpur,temperature,3,ecmwf,1.0995,1.4737,0.5469,1008
Nagpur,temperature,3,gem,1.4921,1.8461,0.8629,1008
Nagpur,temperature,3,gfs,1.5751,2.0785,1.2453,1008
Nagpur,temperature,3,icon,1.5135,1.9966,1.1355,1008
Nagpur,wind_speed,1,ecmwf,2.5011,3.1083,-1.4592,1008
Nagpur,wind_speed,1,gem,4.2541,5.2404,-3.2084,1008
Nagpur,wind_speed,1,gfs,4.1519,5.0532,-3.5104,1008
Nagpur,wind_speed,1,icon,3.907,4.5286,3.5654,1008
Nagpur,wind_speed,2,ecmwf,3.0159,3.7632,-1.9155,1008
Nagpur,wind_speed,2,gem,4.344,5.3042,-2.5821,1008
Nagpur,wind_speed,2,gfs,3.7028,4.668,-2.6498,1008
Nagpur,wind_speed,2,icon,4.0777,4.6968,3.8154,1008
Nagpur,wind_speed,3,ecmwf,3.4311,4.2966,-2.2737,1008
Nagpur,wind_speed,3,gem,4.3304,5.444,-2.7702,1008
Nagpur,wind_speed,3,gfs,3.6968,4.6912,-2.2448,1008
Nagpur,wind_speed,3,icon,4.1791,4.8974,3.7747,1008
Nashik,rainfall,1,ecmwf,0.32,0.9194,0.0121,1008
Nashik,rainfall,1,gem,0.5342,1.5765,-0.141,1008
Nashik,rainfall,1,gfs,0.3553,1.0424,0.216,1008
Nashik,rainfall,1,icon,0.4536,1.7277,0.051,1008
Nashik,rainfall,2,ecmwf,0.3012,0.8434,0.0937,1008
Nashik,rainfall,2,gem,0.423,1.0482,0.1151,1008
Nashik,rainfall,2,gfs,0.4103,1.3158,0.2181,1008
Nashik,rainfall,2,icon,0.3734,1.0235,0.1956,1008
Nashik,rainfall,3,ecmwf,0.3266,0.9749,0.1651,1008
Nashik,rainfall,3,gem,0.4534,1.17,0.0776,1008
Nashik,rainfall,3,gfs,0.3655,1.0941,0.2571,1008
Nashik,rainfall,3,icon,0.5687,2.1297,-0.0278,1008
Nashik,temperature,1,ecmwf,0.4062,0.5684,0.1652,1008
Nashik,temperature,1,gem,0.6068,0.8575,0.3525,1008
Nashik,temperature,1,gfs,0.6456,0.9162,0.3117,1008
Nashik,temperature,1,icon,0.6545,0.8633,0.1346,1008
Nashik,temperature,2,ecmwf,0.4254,0.5957,0.148,1008
Nashik,temperature,2,gem,0.5948,0.8738,0.2893,1008
Nashik,temperature,2,gfs,0.7317,1.0343,0.4379,1008
Nashik,temperature,2,icon,0.6962,0.9697,0.2123,1008
Nashik,temperature,3,ecmwf,0.4956,0.7411,0.2032,1008
Nashik,temperature,3,gem,0.6431,0.9265,0.2442,1008
Nashik,temperature,3,gfs,0.7478,1.0587,0.4772,1008
Nashik,temperature,3,icon,0.7755,1.0648,0.2902,1008
Nashik,wind_speed,1,ecmwf,2.6943,3.351,-1.8513,1008
Nashik,wind_speed,1,gem,4.0379,4.9007,-2.9175,1008
Nashik,wind_speed,1,gfs,9.2118,9.829,-9.0779,1008
Nashik,wind_speed,1,icon,2.4812,3.3893,1.1693,1008
Nashik,wind_speed,2,ecmwf,3.3405,4.0248,-2.6103,1008
Nashik,wind_speed,2,gem,4.3232,5.1718,-3.0667,1008
Nashik,wind_speed,2,gfs,9.36,10.0654,-9.2632,1008
Nashik,wind_speed,2,icon,2.3758,3.1966,0.4464,1008
Nashik,wind_speed,3,ecmwf,4.1393,4.7715,-3.4024,1008
Nashik,wind_speed,3,gem,4.1776,5.0107,-2.8752,1008
Nashik,wind_speed,3,gfs,8.9538,9.638,-8.8442,1008
Nashik,wind_speed,3,icon,2.8864,3.6295,0.2338,1008
Patna,rainfall,1,ecmwf,0.524,1.1416,-0.106,1008
Patna,rainfall,1,gem,0.717,2.0506,-0.1215,1008
Patna,rainfall,1,gfs,0.3684,1.0032,0.2477,1008
Patna,rainfall,1,icon,0.5486,1.3003,-0.1196,1008
Patna,rainfall,2,ecmwf,0.5539,1.0757,-0.1646,1008
Patna,rainfall,2,gem,0.5929,1.551,-0.0022,1008
Patna,rainfall,2,gfs,0.4931,1.1769,0.0425,1008
Patna,rainfall,2,icon,0.5255,1.2095,-0.0201,1008
Patna,rainfall,3,ecmwf,0.6067,1.2098,-0.1607,1008
Patna,rainfall,3,gem,0.5246,1.5003,0.1026,1008
Patna,rainfall,3,gfs,0.6407,1.6667,-0.146,1008
Patna,rainfall,3,icon,0.4963,1.0494,-0.0059,1008
Patna,temperature,1,ecmwf,0.9563,1.2322,0.6397,1008
Patna,temperature,1,gem,1.8624,2.2593,1.4773,1008
Patna,temperature,1,gfs,3.1652,3.4837,-3.1184,1008
Patna,temperature,1,icon,0.8432,1.1307,0.1878,1008
Patna,temperature,2,ecmwf,1.1949,1.471,0.8769,1008
Patna,temperature,2,gem,1.6729,2.0508,1.2886,1008
Patna,temperature,2,gfs,2.7687,3.1719,-2.6367,1008
Patna,temperature,2,icon,0.9658,1.2705,0.3809,1008
Patna,temperature,3,ecmwf,1.2506,1.5433,0.9,1008
Patna,temperature,3,gem,1.7393,2.0821,1.301,1008
Patna,temperature,3,gfs,2.6238,3.0172,-2.3109,1008
Patna,temperature,3,icon,1.0634,1.3782,0.2689,1008
Patna,wind_speed,1,ecmwf,2.2247,2.8867,-0.3146,1008
Patna,wind_speed,1,gem,4.5127,5.6754,-2.9026,1008
Patna,wind_speed,1,gfs,6.2656,7.2143,-5.9914,1008
Patna,wind_speed,1,icon,2.4481,3.0232,0.9205,1008
Patna,wind_speed,2,ecmwf,2.7106,3.5458,-0.8846,1008
Patna,wind_speed,2,gem,4.8629,6.1012,-2.9423,1008
Patna,wind_speed,2,gfs,6.4386,7.6245,-5.9352,1008
Patna,wind_speed,2,icon,2.7553,3.4306,0.5749,1008
Patna,wind_speed,3,ecmwf,3.1266,4.0092,0.1399,1008
Patna,wind_speed,3,gem,5.4047,6.6122,-3.3019,1008
Patna,wind_speed,3,gfs,4.856,6.1213,-3.2639,1008
Patna,wind_speed,3,icon,3.3917,4.2754,1.2103,1008
Pune,rainfall,1,ecmwf,0.2062,0.4547,-0.0076,1008
Pune,rainfall,1,gem,0.2967,0.6015,-0.0144,1008
Pune,rainfall,1,gfs,0.1993,0.4854,0.1634,1008
Pune,rainfall,1,icon,0.2122,0.5159,0.1184,1008
Pune,rainfall,2,ecmwf,0.1987,0.4561,0.0346,1008
Pune,rainfall,2,gem,0.3495,0.8813,-0.0686,1008
Pune,rainfall,2,gfs,0.221,0.5612,0.1458,1008
Pune,rainfall,2,icon,0.2035,0.4788,0.1176,1008
Pune,rainfall,3,ecmwf,0.1972,0.4397,0.0528,1008
Pune,rainfall,3,gem,0.2897,0.5831,0.0071,1008
Pune,rainfall,3,gfs,0.1993,0.4851,0.158,1008
Pune,rainfall,3,icon,0.1911,0.4586,0.1405,1008
Pune,temperature,1,ecmwf,0.4366,0.6057,0.1906,1008
Pune,temperature,1,gem,0.7621,0.9654,0.6869,1008
Pune,temperature,1,gfs,0.6357,0.873,-0.2937,1008
Pune,temperature,1,icon,0.5756,0.7252,-0.126,1008
Pune,temperature,2,ecmwf,0.4359,0.6034,0.1653,1008
Pune,temperature,2,gem,0.7423,0.954,0.6306,1008
Pune,temperature,2,gfs,0.6726,0.944,-0.1224,1008
Pune,temperature,2,icon,0.6339,0.843,-0.0206,1008
Pune,temperature,3,ecmwf,0.4941,0.6937,0.1975,1008
Pune,temperature,3,gem,0.6631,0.8883,0.5069,1008
Pune,temperature,3,gfs,0.6668,0.9682,0.0144,1008
Pune,temperature,3,icon,0.7058,0.9464,0.0554,1008
Pune,wind_speed,1,ecmwf,1.6235,2.0769,-0.5035,1008
Pune,wind_speed,1,gem,2.6252,3.2979,2.03,1008
Pune,wind_speed,1,gfs,3.9819,4.9935,-3.2143,1008
Pune,wind_speed,1,icon,2.6678,3.2427,1.616,1008
Pune,wind_speed,2,ecmwf,2.0902,2.6025,-0.9874,1008
Pune,wind_speed,2,gem,2.7689,3.6253,2.1211,1008
Pune,wind_speed,2,gfs,4.0146,5.062,-3.0866,1008
Pune,wind_speed,2,icon,2.7374,3.575,1.5412,1008
Pune,wind_speed,3,ecmwf,2.6625,3.2394,-1.5772,1008
Pune,wind_speed,3,gem,2.9287,3.6813,2.2785,1008
Pune,wind_speed,3,gfs,3.7036,4.5968,-2.3188,1008
Pune,wind_speed,3,icon,2.7858,3.5428,1.4378,1008
Raipur,rainfall,1,ecmwf,0.6664,1.1798,-0.1576,1008
Raipur,rainfall,1,gem,0.8811,2.0953,-0.0025,1008
Raipur,rainfall,1,gfs,0.7591,1.6643,-0.0778,1008
Raipur,rainfall,1,icon,0.8341,1.8802,-0.2236,1008
Raipur,rainfall,2,ecmwf,0.7394,1.342,-0.1654,1008
Raipur,rainfall,2,gem,0.8957,2.0866,-0.0314,1008
